Timestamp,Milliseconds,Latitude,Longitude,Altitude
2020-01-11 17:25:16,4,18.5011911,73.7570677,571.5
2020-01-11 17:25:16,102,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,201,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,301,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,401,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,501,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,601,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,701,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,801,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,902,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,1001,18.5011911,73.7570677,571.5
2020-01-11 17:25:17,1101,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1202,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1301,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1401,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1502,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1601,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1701,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1801,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,1902,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,2006,18.5011911,73.7570677,571.5
2020-01-11 17:25:18,2102,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2202,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2301,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2401,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2502,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2601,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2701,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2802,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,2901,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,3001,18.5011911,73.7570677,571.5
2020-01-11 17:25:19,3102,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3201,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3301,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3402,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3501,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3602,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3701,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3801,18.5011911,73.7570677,571.5
2020-01-11 17:25:20,3902,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10793,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
2020-01-11 17:25:27,10794,18.5011911,73.7570677,571.5
