Timestamp,Milliseconds,X,Y,Z
2020-01-11 17:25:16,6,0.4239882,-0.019175345,0.7009654
2020-01-11 17:25:16,101,0.4495553,-0.21838588,1.4839586
2020-01-11 17:25:17,200,-1.7630664,0.1043991,1.1675655
2020-01-11 17:25:17,300,-0.42718408,-0.8639558,0.122509144
2020-01-11 17:25:17,400,1.0237503,0.527322,0.29615256
2020-01-11 17:25:17,500,0.031958908,0.14488038,-0.89591473
2020-01-11 17:25:17,600,0.7691444,0.98859555,-0.1374233
2020-01-11 17:25:17,700,-0.39415985,-0.7691444,0.035154797
2020-01-11 17:25:17,801,-0.064983115,0.21625528,0.3483521
2020-01-11 17:25:17,900,0.07137489,2.0315213,-0.7052266
2020-01-11 17:25:17,1000,-0.3440909,-1.4999381,-0.12144385
2020-01-11 17:25:17,1100,0.070309594,-0.035154797,-0.16405573
2020-01-11 17:25:18,1201,-0.023436533,-0.42718408,-0.094811425
2020-01-11 17:25:18,1300,-0.02130594,-0.21518998,-0.07350549
2020-01-11 17:25:18,1400,0.18855755,0.025567126,-0.07563608
2020-01-11 17:25:18,1501,0.4175964,2.263756,-1.0525134
2020-01-11 17:25:18,1600,5.169886,6.873296,-2.345784
2020-01-11 17:25:18,1700,4.6265845,3.4611497,-5.9890995
2020-01-11 17:25:18,1800,1.8855755,0.067113705,-6.5377274
2020-01-11 17:25:18,1900,-0.56993383,-2.9125218,-0.8426499
2020-01-11 17:25:18,2001,0.3100014,-4.767204,0.063917816
2020-01-11 17:25:18,2100,1.3816901,-0.99285674,0.5496932
2020-01-11 17:25:19,2200,0.95663667,2.9540684,1.7918295
2020-01-11 17:25:19,2300,0.6370476,5.3765535,1.5361582
2020-01-11 17:25:19,2400,-0.98753023,0.47512242,-3.0190516
2020-01-11 17:25:19,2501,1.2868787,0.49429777,-2.6706994
2020-01-11 17:25:19,2600,-0.41440052,0.02130594,-1.5244399
2020-01-11 17:25:19,2700,-0.7414467,-1.4306937,0.3057402
2020-01-11 17:25:19,2801,0.6029581,-0.17683929,-0.1043991
2020-01-11 17:25:19,2900,-0.6977695,-0.74996907,0.025567126
2020-01-11 17:25:19,3000,-0.5475626,-1.0333381,-1.0844723
2020-01-11 17:25:19,3101,0.35367858,1.2421362,-0.77873206
2020-01-11 17:25:20,3200,0.25141007,0.8778047,-1.1100394
2020-01-11 17:25:20,3300,0.17044751,1.5063299,-1.5766394
2020-01-11 17:25:20,3401,-0.49749365,-0.07989727,0.47512242
2020-01-11 17:25:20,3500,-0.2769772,-0.556085,0.067113705
2020-01-11 17:25:20,3601,-1.122823,-0.07244019,0.5486279
2020-01-11 17:25:20,3700,-1.9569504,0.8810006,0.35900506
2020-01-11 17:25:20,3800,-0.9097636,-0.92680836,-0.30041373
2020-01-11 17:25:20,3901,-0.14488038,-0.71055305,-0.32811147
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
2020-01-11 17:25:27,10793,0.01384886,0.35687447,0.05539544
